No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;;;;;;;
172;4.054.809;192.168.43.47;23.7.217.88;TCP;66;49728  >  443 [ACK] Seq=218 Ack=1401 Win=65792 Len=0 SLE=2801 SRE=4097;;;;;;;;;;;;;;;
173;4.055.027;192.168.43.47;23.7.217.88;TCP;54;49728  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;
174;4.055.129;192.168.43.47;23.7.217.88;TCP;54;49728  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;
175;4.123.154;23.7.217.88;192.168.43.47;TLSv1.2;336;Server Key Exchange, Server Hello Done;;;;;;;;;;;;;;;
176;4.130.619;192.168.43.47;23.7.217.88;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
177;4.203.317;23.7.217.88;192.168.43.47;TLSv1.2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
178;4.210.829;192.168.43.47;23.7.217.88;TLSv1.2;587;Application Data;;;;;;;;;;;;;;;
179;4.318.030;23.7.217.88;192.168.43.47;TLSv1.2;723;Application Data;;;;;;;;;;;;;;;
180;4.321.283;192.168.43.47;23.7.217.88;TCP;54;49728  >  443 [FIN, ACK] Seq=877 Ack=6722 Win=64512 Len=0;;;;;;;;;;;;;;;
183;4.388.867;192.168.43.47;23.7.217.88;TCP;66;49730  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
184;4.403.104;23.7.217.88;192.168.43.47;TLSv1.2;85;Encrypted Alert;;;;;;;;;;;;;;;
185;4.403.283;192.168.43.47;23.7.217.88;TCP;54;49728  >  443 [RST, ACK] Seq=878 Ack=6753 Win=0 Len=0;;;;;;;;;;;;;;;
186;4.403.619;23.7.217.88;192.168.43.47;TCP;54;443  >  49728 [FIN, ACK] Seq=6753 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;
187;4.465.099;23.7.217.88;192.168.43.47;TCP;66;443  >  49730 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;
188;4.465.317;192.168.43.47;23.7.217.88;TCP;54;49730  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;
189;4.466.358;192.168.43.47;23.7.217.88;TLSv1.2;271;Client Hello;;;;;;;;;;;;;;;
190;4.553.820;23.7.217.88;192.168.43.47;TCP;54;443  >  49730 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;
191;4.554.121;23.7.217.88;192.168.43.47;TLSv1.2;1454;Server Hello;;;;;;;;;;;;;;;
192;4.556.738;23.7.217.88;192.168.43.47;TCP;1454;443  >  49730 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
193;4.556.814;192.168.43.47;23.7.217.88;TCP;54;49730  >  443 [ACK] Seq=218 Ack=2801 Win=65792 Len=0;;;;;;;;;;;;;;;
194;4.557.303;23.7.217.88;192.168.43.47;TLSv1.2;1350;Certificate [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
195;4.557.303;23.7.217.88;192.168.43.47;TLSv1.2;1454;Certificate Status [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
196;4.557.391;192.168.43.47;23.7.217.88;TCP;54;49730  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;
197;4.623.874;23.7.217.88;192.168.43.47;TLSv1.2;336;Server Key Exchange, Server Hello Done;;;;;;;;;;;;;;;
198;4.630.805;192.168.43.47;23.7.217.88;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
199;4.712.859;23.7.217.88;192.168.43.47;TLSv1.2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
200;4.715.241;192.168.43.47;23.7.217.88;TLSv1.2;587;Application Data;;;;;;;;;;;;;;;
202;4.834.247;23.7.217.88;192.168.43.47;TCP;54;443  >  49730 [ACK] Seq=6053 Ack=877 Win=31360 Len=0;;;;;;;;;;;;;;;
203;4.958.509;23.7.217.88;192.168.43.47;TLSv1.2;319;Application Data;;;;;;;;;;;;;;;
204;4.961.051;192.168.43.47;23.7.217.88;TCP;54;49730  >  443 [FIN, ACK] Seq=877 Ack=6318 Win=64768 Len=0;;;;;;;;;;;;;;;
207;5.000.907;192.168.43.47;23.7.217.88;TCP;66;49731  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
208;5.047.131;23.7.217.88;192.168.43.47;TLSv1.2;85;Encrypted Alert;;;;;;;;;;;;;;;
209;5.047.296;192.168.43.47;23.7.217.88;TCP;54;49730  >  443 [RST, ACK] Seq=878 Ack=6349 Win=0 Len=0;;;;;;;;;;;;;;;
210;5.047.601;23.7.217.88;192.168.43.47;TCP;54;443  >  49730 [FIN, ACK] Seq=6349 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;
211;5.091.164;23.7.217.88;192.168.43.47;TCP;66;443  >  49731 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;
212;5.091.389;192.168.43.47;23.7.217.88;TCP;54;49731  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;
213;5.092.406;192.168.43.47;23.7.217.88;TLSv1.2;271;Client Hello;;;;;;;;;;;;;;;
214;5.163.181;23.7.217.88;192.168.43.47;TCP;54;443  >  49731 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;
215;5.163.923;23.7.217.88;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  49731 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
216;5.164.012;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 212#1] 49731  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=2801;;;;;;;;;;;;;;;
217;5.164.334;23.7.217.88;192.168.43.47;TCP;1350;443  >  49731 [PSH, ACK] Seq=2801 Ack=218 Win=30336 Len=1296 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
218;5.164.387;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 212#2] 49731  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=4097;;;;;;;;;;;;;;;
219;5.165.410;23.7.217.88;192.168.43.47;TLSv1.2;1454;[TCP Fast Retransmission] , Server Hello;;;;;;;;;;;;;;;
220;5.165.410;23.7.217.88;192.168.43.47;TLSv1.2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;
221;5.165.531;192.168.43.47;23.7.217.88;TCP;54;49731  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;
222;5.204.916;192.168.43.47;23.7.217.88;TCP;54;49731  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;
223;5.243.421;23.7.217.88;192.168.43.47;TLSv1.2;336;Ignored Unknown Record;;;;;;;;;;;;;;;
224;5.250.336;192.168.43.47;23.7.217.88;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
225;5.332.426;23.7.217.88;192.168.43.47;TLSv1.2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
226;5.334.988;192.168.43.47;23.7.217.88;TLSv1.2;587;Application Data;;;;;;;;;;;;;;;
227;5.341.066;147.135.46.101;192.168.43.47;TCP;54;80  >  49717 [FIN, ACK] Seq=151 Ack=1 Win=26800 Len=0;;;;;;;;;;;;;;;
228;5.341.227;192.168.43.47;147.135.46.101;TCP;54;49717  >  80 [ACK] Seq=1 Ack=152 Win=65535 Len=0;;;;;;;;;;;;;;;
229;5.424.253;23.7.217.88;192.168.43.47;TLSv1.2;746;Application Data;;;;;;;;;;;;;;;
230;5.427.213;192.168.43.47;23.7.217.88;TCP;54;49731  >  443 [FIN, ACK] Seq=877 Ack=6745 Win=64512 Len=0;;;;;;;;;;;;;;;
233;5.500.568;192.168.43.47;23.7.217.88;TCP;66;49733  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
234;5.511.990;23.7.217.88;192.168.43.47;TCP;54;[TCP Previous segment not captured] 443  >  49731 [FIN, ACK] Seq=6776 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;
235;5.512.141;192.168.43.47;23.7.217.88;TCP;54;[TCP Dup ACK 230#1] 49731  >  443 [ACK] Seq=878 Ack=6745 Win=64512 Len=0;;;;;;;;;;;;;;;
236;5.512.471;23.7.217.88;192.168.43.47;TCP;85;[TCP Out-Of-Order] 443  >  49731 [PSH, ACK] Seq=6745 Ack=878 Win=31360 Len=31;;;;;;;;;;;;;;;
237;5.512.557;192.168.43.47;23.7.217.88;TCP;54;49731  >  443 [RST, ACK] Seq=878 Ack=6776 Win=0 Len=0;;;;;;;;;;;;;;;
239;5.583.034;23.7.217.88;192.168.43.47;TCP;66;443  >  49733 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;
240;5.583.258;192.168.43.47;23.7.217.88;TCP;54;49733  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;
241;5.584.391;192.168.43.47;23.7.217.88;TLSv1.2;271;Client Hello;;;;;;;;;;;;;;;
242;5.662.229;23.7.217.88;192.168.43.47;TCP;54;443  >  49733 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;
243;5.662.966;23.7.217.88;192.168.43.47;TLSv1.2;1350;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
244;5.663.054;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 240#1] 49733  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=2801 SRE=4097;;;;;;;;;;;;;;;
245;5.663.565;23.7.217.88;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  49733 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;
246;5.663.565;23.7.217.88;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  49733 [ACK] Seq=1 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;
247;5.663.632;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 240#2] 49733  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=4097;;;;;;;;;;;;;;;
248;5.663.773;192.168.43.47;23.7.217.88;TCP;54;49733  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;
249;5.664.322;23.7.217.88;192.168.43.47;TLSv1.2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;
250;5.704.956;192.168.43.47;23.7.217.88;TCP;54;49733  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;
251;5.743.378;23.7.217.88;192.168.43.47;TLSv1.2;336;Ignored Unknown Record;;;;;;;;;;;;;;;
252;5.750.920;192.168.43.47;23.7.217.88;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
253;5.822.954;23.7.217.88;192.168.43.47;TLSv1.2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
254;5.825.436;192.168.43.47;23.7.217.88;TLSv1.2;587;Application Data;;;;;;;;;;;;;;;
255;5.921.979;23.7.217.88;192.168.43.47;TLSv1.2;744;Application Data;;;;;;;;;;;;;;;
256;5.925.675;192.168.43.47;23.7.217.88;TCP;54;49733  >  443 [FIN, ACK] Seq=877 Ack=6743 Win=64512 Len=0;;;;;;;;;;;;;;;
259;6.011.605;23.7.217.88;192.168.43.47;TLSv1.2;85;Encrypted Alert;;;;;;;;;;;;;;;
260;6.011.775;192.168.43.47;23.7.217.88;TCP;54;49733  >  443 [RST, ACK] Seq=878 Ack=6774 Win=0 Len=0;;;;;;;;;;;;;;;
261;6.012.092;23.7.217.88;192.168.43.47;TCP;54;443  >  49733 [FIN, ACK] Seq=6774 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;
262;6.012.456;192.168.43.47;23.7.217.88;TCP;66;49734  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
263;6.097.466;23.7.217.88;192.168.43.47;TCP;66;443  >  49734 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;
264;6.097.689;192.168.43.47;23.7.217.88;TCP;54;49734  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;
265;6.098.690;192.168.43.47;23.7.217.88;TLSv1.2;271;Client Hello;;;;;;;;;;;;;;;
266;6.176.201;23.7.217.88;192.168.43.47;TCP;54;443  >  49734 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;
267;6.176.893;23.7.217.88;192.168.43.47;TLSv1.2;1350;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
268;6.176.893;23.7.217.88;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  49734 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;
269;6.176.893;23.7.217.88;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  49734 [ACK] Seq=1 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;
270;6.177.002;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 264#1] 49734  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=2801 SRE=4097;;;;;;;;;;;;;;;
271;6.177.178;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 264#2] 49734  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=4097;;;;;;;;;;;;;;;
272;6.177.306;192.168.43.47;23.7.217.88;TCP;54;49734  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;
273;6.177.492;23.7.217.88;192.168.43.47;TLSv1.2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;
274;6.217.879;192.168.43.47;23.7.217.88;TCP;54;49734  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;
275;6.247.161;23.7.217.88;192.168.43.47;TLSv1.2;336;Ignored Unknown Record;;;;;;;;;;;;;;;
276;6.253.948;192.168.43.47;23.7.217.88;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
278;6.328.268;23.7.217.88;192.168.43.47;TLSv1.2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
279;6.330.777;192.168.43.47;23.7.217.88;TLSv1.2;587;Application Data;;;;;;;;;;;;;;;
280;6.436.095;23.7.217.88;192.168.43.47;TLSv1.2;741;Application Data;;;;;;;;;;;;;;;
281;6.438.843;192.168.43.47;23.7.217.88;TCP;54;49734  >  443 [FIN, ACK] Seq=877 Ack=6740 Win=64512 Len=0;;;;;;;;;;;;;;;
284;6.478.994;192.168.43.47;23.7.217.88;TCP;66;49736  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
285;6.518.232;23.7.217.88;192.168.43.47;TLSv1.2;85;Encrypted Alert;;;;;;;;;;;;;;;
286;6.518.373;192.168.43.47;23.7.217.88;TCP;54;49734  >  443 [RST, ACK] Seq=878 Ack=6771 Win=0 Len=0;;;;;;;;;;;;;;;
287;6.518.617;23.7.217.88;192.168.43.47;TCP;54;443  >  49734 [FIN, ACK] Seq=6771 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;
288;6.567.430;23.7.217.88;192.168.43.47;TCP;66;443  >  49736 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;
289;6.567.624;192.168.43.47;23.7.217.88;TCP;54;49736  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;
290;6.568.445;192.168.43.47;23.7.217.88;TLSv1.2;271;Client Hello;;;;;;;;;;;;;;;
291;6.647.567;23.7.217.88;192.168.43.47;TCP;54;443  >  49736 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;
292;6.648.696;23.7.217.88;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  49736 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;
293;6.648.774;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 289#1] 49736  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=2801;;;;;;;;;;;;;;;
294;6.649.248;23.7.217.88;192.168.43.47;TLSv1.2;1350;Ignored Unknown Record;;;;;;;;;;;;;;;
295;6.649.248;23.7.217.88;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  49736 [ACK] Seq=1 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;
296;6.649.292;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 289#2] 49736  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=4097;;;;;;;;;;;;;;;
297;6.649.384;192.168.43.47;23.7.217.88;TCP;54;49736  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;
298;6.649.921;23.7.217.88;192.168.43.47;TLSv1.2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;
299;6.690.817;192.168.43.47;23.7.217.88;TCP;54;49736  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;
300;6.730.007;23.7.217.88;192.168.43.47;TLSv1.2;336;Ignored Unknown Record;;;;;;;;;;;;;;;
301;6.734.834;192.168.43.47;23.7.217.88;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
302;6.807.045;23.7.217.88;192.168.43.47;TLSv1.2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
303;6.808.946;192.168.43.47;23.7.217.88;TLSv1.2;587;Application Data;;;;;;;;;;;;;;;
304;6.936.817;23.7.217.88;192.168.43.47;TCP;54;443  >  49736 [ACK] Seq=6053 Ack=877 Win=31360 Len=0;;;;;;;;;;;;;;;
305;7.058.769;23.7.217.88;192.168.43.47;TLSv1.2;319;Application Data;;;;;;;;;;;;;;;
306;7.060.669;192.168.43.47;23.7.217.88;TCP;54;49736  >  443 [FIN, ACK] Seq=877 Ack=6318 Win=64768 Len=0;;;;;;;;;;;;;;;
309;7.089.459;192.168.43.47;23.7.217.88;TCP;66;49737  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
310;7.154.847;23.7.217.88;192.168.43.47;TCP;54;[TCP Previous segment not captured] 443  >  49736 [FIN, ACK] Seq=6349 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;
311;7.154.979;192.168.43.47;23.7.217.88;TCP;54;[TCP Dup ACK 306#1] 49736  >  443 [ACK] Seq=878 Ack=6318 Win=64768 Len=0;;;;;;;;;;;;;;;
312;7.155.220;23.7.217.88;192.168.43.47;TCP;85;[TCP Out-Of-Order] 443  >  49736 [PSH, ACK] Seq=6318 Ack=878 Win=31360 Len=31;;;;;;;;;;;;;;;
313;7.155.277;192.168.43.47;23.7.217.88;TCP;54;49736  >  443 [RST, ACK] Seq=878 Ack=6349 Win=0 Len=0;;;;;;;;;;;;;;;
314;7.175.730;23.7.217.88;192.168.43.47;TCP;66;443  >  49737 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;
315;7.175.906;192.168.43.47;23.7.217.88;TCP;54;49737  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;
316;7.176.689;192.168.43.47;23.7.217.88;TLSv1.2;271;Client Hello;;;;;;;;;;;;;;;
317;7.255.762;148.72.212.69;192.168.43.47;TCP;54;80  >  49705 [FIN, ACK] Seq=1 Ack=1 Win=229 Len=0;;;;;;;;;;;;;;;
318;7.255.886;192.168.43.47;148.72.212.69;TCP;54;49705  >  80 [ACK] Seq=1 Ack=2 Win=1021 Len=0;;;;;;;;;;;;;;;
319;7.283.743;23.7.217.88;192.168.43.47;TCP;54;443  >  49737 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;
320;7.284.471;23.7.217.88;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  49737 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;
321;7.284.471;23.7.217.88;192.168.43.47;TLSv1.2;1350;Ignored Unknown Record;;;;;;;;;;;;;;;
322;7.284.471;23.7.217.88;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  49737 [ACK] Seq=1 Ack=218 Win=30336 Len=1400;;;;;;;;;;;;;;;
323;7.284.554;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 315#1] 49737  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=2801;;;;;;;;;;;;;;;
324;7.284.701;192.168.43.47;23.7.217.88;TCP;66;[TCP Dup ACK 315#2] 49737  >  443 [ACK] Seq=218 Ack=1 Win=65792 Len=0 SLE=1401 SRE=4097;;;;;;;;;;;;;;;
325;7.284.789;192.168.43.47;23.7.217.88;TCP;54;49737  >  443 [ACK] Seq=218 Ack=4097 Win=65792 Len=0;;;;;;;;;;;;;;;
326;7.284.927;23.7.217.88;192.168.43.47;TLSv1.2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;
327;7.331.832;192.168.43.47;23.7.217.88;TCP;54;49737  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;
328;7.365.674;23.7.217.88;192.168.43.47;TCP;336;[TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
329;7.370.870;192.168.43.47;23.7.217.88;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
330;7.463.674;23.7.217.88;192.168.43.47;TLSv1.2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
331;7.465.451;192.168.43.47;23.7.217.88;TLSv1.2;587;Application Data;;;;;;;;;;;;;;;
332;7.602.883;23.7.217.88;192.168.43.47;TCP;54;443  >  49737 [ACK] Seq=6053 Ack=877 Win=31360 Len=0;;;;;;;;;;;;;;;
333;7.726.893;23.7.217.88;192.168.43.47;TLSv1.2;725;Application Data;;;;;;;;;;;;;;;
334;7.729.452;192.168.43.47;23.7.217.88;TCP;54;49737  >  443 [FIN, ACK] Seq=877 Ack=6724 Win=64512 Len=0;;;;;;;;;;;;;;;
337;7.815.761;23.7.217.88;192.168.43.47;TCP;54;[TCP Previous segment not captured] 443  >  49737 [FIN, ACK] Seq=6755 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;
338;7.815.882;192.168.43.47;23.7.217.88;TCP;54;[TCP Dup ACK 334#1] 49737  >  443 [ACK] Seq=878 Ack=6724 Win=64512 Len=0;;;;;;;;;;;;;;;
339;7.816.134;23.7.217.88;192.168.43.47;TCP;85;[TCP Out-Of-Order] 443  >  49737 [PSH, ACK] Seq=6724 Ack=878 Win=31360 Len=31;;;;;;;;;;;;;;;
340;7.816.193;192.168.43.47;23.7.217.88;TCP;54;49737  >  443 [RST, ACK] Seq=878 Ack=6755 Win=0 Len=0;;;;;;;;;;;;;;;
341;7.820.351;192.168.43.47;23.7.217.88;TCP;66;49738  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
342;7.905.962;23.7.217.88;192.168.43.47;TCP;66;443  >  49738 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400 SACK_PERM=1 WS=128;;;;;;;;;;;;;;;
343;7.906.144;192.168.43.47;23.7.217.88;TCP;54;49738  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;
344;7.906.973;192.168.43.47;23.7.217.88;TLSv1.2;271;Client Hello;;;;;;;;;;;;;;;
345;8.003.590;23.7.217.88;192.168.43.47;TCP;54;443  >  49738 [ACK] Seq=1 Ack=218 Win=30336 Len=0;;;;;;;;;;;;;;;
346;8.005.643;23.7.217.88;192.168.43.47;TLSv1.2;1454;Server Hello;;;;;;;;;;;;;;;
347;8.006.016;23.7.217.88;192.168.43.47;TCP;1454;443  >  49738 [ACK] Seq=1401 Ack=218 Win=30336 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
348;8.006.071;192.168.43.47;23.7.217.88;TCP;54;49738  >  443 [ACK] Seq=218 Ack=2801 Win=65792 Len=0;;;;;;;;;;;;;;;
349;8.006.867;23.7.217.88;192.168.43.47;TLSv1.2;1350;Certificate [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
350;8.006.867;23.7.217.88;192.168.43.47;TLSv1.2;1454;Certificate Status [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
351;8.006.973;192.168.43.47;23.7.217.88;TCP;54;49738  >  443 [ACK] Seq=218 Ack=5497 Win=65792 Len=0;;;;;;;;;;;;;;;
352;8.109.690;23.7.217.88;192.168.43.47;TLSv1.2;336;Server Key Exchange, Server Hello Done;;;;;;;;;;;;;;;
353;8.114.414;192.168.43.47;23.7.217.88;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
354;8.203.696;23.7.217.88;192.168.43.47;TLSv1.2;328;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
355;8.206.600;192.168.43.47;23.7.217.88;TLSv1.2;587;Application Data;;;;;;;;;;;;;;;
356;8.324.051;23.7.217.88;192.168.43.47;TLSv1.2;726;Application Data;;;;;;;;;;;;;;;
357;8.326.508;192.168.43.47;23.7.217.88;TCP;54;49738  >  443 [FIN, ACK] Seq=877 Ack=6725 Win=64512 Len=0;;;;;;;;;;;;;;;
360;8.399.440;192.168.43.47;23.7.217.88;TCP;66;49739  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
361;8.407.740;23.7.217.88;192.168.43.47;TLSv1.2;85;Encrypted Alert;;;;;;;;;;;;;;;
362;8.407.909;192.168.43.47;23.7.217.88;TCP;54;49738  >  443 [RST, ACK] Seq=878 Ack=6756 Win=0 Len=0;;;;;;;;;;;;;;;
363;8.408.216;23.7.217.88;192.168.43.47;TCP;54;443  >  49738 [FIN, ACK] Seq=6756 Ack=878 Win=31360 Len=0;;;;;;;;;;;;;;;
